,pmid,Abstract
7,38380318,ویروس واکسینیا اصلاح شده آنکارا یک ناقل واکسن همه کاره است که برای انتقال تراریخته مناسب است و دارای مشخصات ایمنی عالی است. با این حال، تراریخته‌های خاص MVA نوترکیب (rMVA) را از نظر ژنتیکی ناپایدار می‌کنند که منجر به تجمع rMVA جهش‌یافته با اختلال در بیان تراریخته می‌شود. این یک چالش بزرگ برای ارتقاء و ساخت واکسن‌های rMVA است. برای جلوگیری از انتخاب منفی با واسطه تراریخته، رده سلولی پیوسته پرندگان AGE1.CR pIX (CR pIX) برای سرکوب بیان ژن در طول تولید و تکثیر rMVA اصلاح شد. این امر با بیان ساختاری یک سرکوبگر تتراسایکلین (TetR) همراه با یک shRNA مشتق از موش در سلول‌های سرکوب‌گر مهندسی‌شده CR pIX PRO به دست آمد که به ترتیب یک عنصر عملگر (tetO) و موتیف توالی ترجمه‌نشده 3 روی یک پروموتر ویروسی کایمریک و mRNA ژن ترانس ژن را هدف قرار می‌دهند. . این رده سلولی در تولید دو rMVA (ایزوله CR19) که a را بیان می‌کنند بسیار مفید بود
8,38380261,چشم انداز بیوتکنولوژیک شاهد رشد قابل توجهی در درمان های بیولوژیکی به ویژه در زمینه تولید پروتئین نوترکیب بوده است. در اینجا ما عملکرد 3'UTR را بررسی می کنیم
9,38370696,ایمن سازی با mosaic-8b [نانوذرات 60 متری که 8 حوزه اتصال گیرنده بتاکوروناویروس (ساربکوویروس) شبه SARS (RBDs) ارائه می کنند] آنتی بادی های واکنش متقاطع گسترده تری نسبت به نانوذرات RBD هموتیپی SARS-CoV-2 RBD ایجاد می کند و در برابر ویروس ساربه محافظت می کند. برای بررسی اثرات گناه آنتی ژنی اصلی (OAS) بر کارایی mosaic-8b، ما اثرات واکسیناسیون های قبلی COVID-19 را در پستانداران غیر انسانی و موش ها بر روی وسعت پاسخ sarbecovirus استخراج شده توسط mosaic-8b، admix-8b (8 homotypics) و هموتایپی SARS-CoV-2، پیدا کردن بیشترین واکنش متقابل برای موزاییک-8b. همانطور که با نقشه‌برداری سرنوشت مولکولی که در آن آنتی‌بادی‌های مشتق‌شده از گروه‌های خاص سلول‌های B به طور متفاوت شناسایی می‌شوند، نشان داده شد، سلول‌های B که توسط mRNA-LNP سنبله WA1 ایجاد شده‌اند، پس از تقویت نانوذرات RBD بر پاسخ‌های آنتی‌بادی غالب شدند. در حالی که نانوذرات mosaic-8b و homotypic آنتی‌بادی‌های واکنش متقاطع را تقویت می‌کردند، آنتی‌بادی‌های de novo عمدتاً با تقویت mozaic-8b القا می‌شدند، و اینها برای RBD‌های مختلف با افزایش هویت RBD‌ها در mozaic-8b خاص بودند. این نتایج به مکانیسم‌های OAS و پشتیبانی از استفاده از mozaic-8b برای محافظت از انسان‌های واکسینه/آلوده به کووید-۱۹ در برابر انواع هنوز ناشناخته SARS-CoV-2 و ساربکویروس‌های حیوانی با پتانسیل سرریز انسانی کمک می‌کند.
10,38369742,"مقدمه: توسعه سریع واکسن‌های mRNA علیه SARS-CoV-2 انقلابی در واکسن‌شناسی ایجاد کرده است و امیدی برای پاسخ‌های سریع به بیماری‌های عفونی نوظهور است. واکسن‌های mRNA که در ابتدا با شک و تردید مواجه شدند، مؤثر و بی‌خطر بودند و تردید واکسن را در میان همه‌گیری در حال تکامل COVID-19 کاهش دادند. همه‌گیری COVID-19 نشان داده است که زمان لازم برای اصلاح واکسن‌های mRNA برای مقابله با سویه‌های جهش‌یافته جدید به‌طور قابل‌توجهی کوتاه‌تر از زمان لازم برای جهش پاتوژن‌ها و تولید انواع جدیدی است که می‌توانند در جمعیت‌های واکسینه شده رشد کنند. این موضوع این ایده را برجسته می‌کند که به نظر می‌رسد فناوری واکسن mRNA از ویروس‌ها در مسابقه تکاملی پیشی گرفته است.
مناطق تحت پوشش: این مقاله مروری بینش‌های ارزشمندی را در مورد چندین جنبه حیاتی توسعه و استقرار واکسن mRNA، از جمله اصول طراحی و سنتز واکسن mRNA، استفاده از سیستم‌های تحویل، ملاحظات مربوط به ایمنی واکسن، طول عمر پاسخ ایمنی، استراتژی‌هایی برای اصلاح واکسن اصلی mRNA برای رسیدگی به سویه های جهش یافته در حال ظهور، و همچنین رسیدگی به تردید واکسن و رویکردهای بالقوه برای کاهش بی میلی.
نظر کارشناس: چالش‌هایی مانند پایداری، ذخیره‌سازی، پیچیدگی‌های تولید، ظرفیت تولید، واکنش‌های آلرژیک، اثرات بلندمدت، دسترسی و اطلاعات نادرست باید مورد توجه قرار گیرد. علیرغم این موانع، فناوری واکسن mRNA نویدبخش انقلابی در استراتژی های واکسیناسیون آینده است."
11,38351874,خلوص بالای DNA پلاسمید (pDNA)، به‌ویژه در ایزوفرم ابرپیچ‌پیچ (SC)، برای کاربردهای بیودارویی مختلف، مانند یک عامل ترانسفکت‌کننده برای تولید ناقل‌های ویروسی ژن‌درمانی، واکسن‌های pDNA یا به‌عنوان پیش‌ساز برای شکل خطی‌شده استفاده می‌شود. به عنوان الگویی برای سنتز mRNA در تولید بالینی، pDNA معمولاً از سلول‌های اشریشیا کلی با لیز قلیایی و به دنبال آن کروماتوگرافی تبادل آنیونی یا فیلتراسیون جریان مماسی به عنوان مرحله جذب pDNA استخراج می‌شود. هر دو روش درجه بالایی از آلاینده‌های سلول میزبان را حذف می‌کنند، اما نمی‌توانند به طور کلی بین ایزوفرم‌های pDNA SC و دایره‌ای باز (OC) و همچنین سایر ناخالصی‌های DNA، مانند DNA ژنومی (gDNA) تمایز قائل شوند. کروماتوگرافی برهمکنش هیدروفوبیک (HIC) معمولاً به عنوان خالص سازی پولیش برای pDNA استفاده می شود. ما روش خالص سازی پرداخت مبتنی بر HIC را توسعه دادیم که برای غنی سازی SC pDNA بسیار انتخابی است. با توجه به اندازه پلاسمید، مقیاس پذیر و سازگار با GMP عمومی است. در این روش از سولفات آمونیوم، یک نمک kosmotropic، با غلظت انتخابی برای اتصال pDNA SC به ستون مونولیتی بوتیل استفاده می شود، در حالی که OC pDNA و gDNA در جریان حذف می شوند. این رویکرد بر روی پلاسمیدهای رمزکننده ویروس و mRNA مرتبط با آدنو مرتبط با طیف وسیعی از 3 تا 12 kbp تأیید شده است. ما مقیاس پذیری خوبی را برای حداقل 300 میلی گرم از SC pDNA> 95٪ نشان می دهیم، بنابراین راه را برای افزایش کیفیت داروهای ژنومی که از pDNA به عنوان یک ماده خام کلیدی استفاده می کنند، هموار می کنیم.
12,38350768,"پس‌زمینه: پروژه جهانی ایمنی واکسن کووید (GCoVS) که در سال 2021 تحت شبکه چند ملیتی جهانی داده‌های واکسن (GVDN®) تأسیس شد، ارزیابی جامع ایمنی واکسن را تسهیل می‌کند. این مطالعه با هدف ارزیابی خطر عوارض جانبی مورد علاقه (AESI) به دنبال واکسیناسیون کووید-19 از 10 سایت در هشت کشور انجام شد.
روش‌ها: با استفاده از یک پروتکل مشترک، این مطالعه کوهورت مشاهده‌ای با نرخ‌های مورد انتظار 13 AESI انتخاب شده در پیامدهای عصبی، هماتولوژیکی و قلبی مقایسه شد. نرخ‌های مورد انتظار توسط سایت‌های شرکت‌کننده با استفاده از داده‌های مراقبت‌های بهداشتی واکسیناسیون قبل از کووید-۱۹، طبقه‌بندی‌شده بر اساس سن و جنس به‌دست آمد. نرخ های مشاهده شده از همان مجموعه داده های مراقبت های بهداشتی از زمان اجرای برنامه واکسیناسیون COVID-19 گزارش شده است. AESI که تا 42 روز پس از واکسیناسیون با واکسن‌های mRNA (BNT162b2 و mRNA-1273) و ناقل آدنوویروس (ChAdOx1) رخ می‌دهد در تجزیه و تحلیل اولیه گنجانده شد. ریسک‌ها با استفاده از نسبت‌های مشاهده شده در مقابل مورد انتظار (OE) با فواصل اطمینان 95 درصد ارزیابی شدند. سیگنال‌های ایمنی بالقوه اولویت‌دار، سیگنال‌هایی بودند که حد پایین‌تر فاصله اطمینان 95 درصد (LBCI) بیشتر از 1.5 داشتند.
نتایج: شرکت کنندگان شامل 99,068,901 فرد واکسینه شده بودند. در کل، 183،559،462 دوز BNT162b2، 36،178،442 دوز mRNA-1273، و 23،093،399 دوز ChAdOx1 در سراسر سایت‌های شرکت‌کننده در دوره مطالعه تجویز شد. دوره‌های خطر پس از برنامه‌های واکسیناسیون همولوگ 23،168،335 سال پیگیری انجام شد. نسبت OE با LBCI > 1.5 برای سندرم گیلن باره (2.49، 95 ٪ CI: 2.15، 2.87) و ترومبوز سینوس ورید مغزی (3.23، 95 ٪ CI: 2.51، 4.09 ٪ CI: 2.51، 4.09 دوز اول از cc از Ad) مشاهده شد. انسفالومیلیت منتشر حاد، پس از اولین دوز واکسن mRNA-1273، نسبت OE 3.78 (95 % CI: 1.52، 7.78) را نشان داد. نسبت OE برای میوکاردیت و پریکاردیت به دنبال BNT162b2، mRNA-1273، و ChAdOx1 به طور قابل توجهی با LBCIs > 1.5 افزایش یافت.
نتیجه‌گیری: این تجزیه و تحلیل چند کشوری سیگنال‌های ایمنی از پیش تعیین شده را برای میوکاردیت، پریکاردیت، سندرم گیلن باره و ترومبوز سینوس ورید مغزی تأیید کرد. سایر سیگنال های ایمنی بالقوه که نیاز به بررسی بیشتر دارند شناسایی شدند."
13,38336561,ظهور نوع Omicron SARS-CoV-2 چالش مهمی را برای سلامت جهانی ایجاد کرده است و نیاز به توسعه سریع واکسن‌های مبتنی بر mRNA دارد. پلتفرم‌های واکسن هدایت‌شونده mRNA مزایای مختلفی را نسبت به پلت‌فرم‌های واکسن سنتی ارائه می‌دهند. mRNA ذاتاً یک مولکول کوتاه مدت است که سلول ها را برای تولید پروتئین های آنتی ژنی هدایت می کند. در کار حاضر، ما یک توالی پروتئین آنتی ژنیک سنبله omicron ایجاد کرده‌ایم که با تجزیه و تحلیل ترکیب پایه، مدل‌سازی، و اتصال با گیرنده ACE-2 مشخص می‌شود. علاوه بر این، ما اپی توپ‌های سلول B و سلول T را پیش‌بینی کردیم که به دنبال آن آنتی‌ژنیسیته، سمیت و حساسیت‌زایی بود. در نهایت، پروتئین ترجمه معکوس، کدون بهینه‌سازی شد و توالی mRNA کدکننده برای پایداری آن با پیش‌بینی ساختارهای ثانویه بررسی شد. بررسی جامع داده‌های درون سیلیکونی 628.2 را به عنوان یک کاندید آنتی ژنی قوی نشان داد که در نهایت در Gemcovac®-OM، یک واکسن تقویت‌کننده mRNA هترولوگ برای COVID-19 استفاده شد.
14,38319332,"اهمیت: دانش بهتر در مورد عوارض جانبی نوزادان پس از واکسیناسیون کووید-19 در دوران بارداری می تواند به رفع نگرانی های مربوط به ایمنی واکسن کمک کند.
هدف: ارزیابی خطرات عوارض جانبی نوزادان پس از قرار گرفتن در معرض واکسیناسیون COVID-19 در دوران بارداری.
طراحی، مکان، و شرکت کنندگان: مطالعه کوهورت مبتنی بر جمعیت شامل همه نوزادان در سوئد و نروژ که از ژوئن 2021 تا ژانویه 2023 متولد شده‌اند. از شماره‌های هویت شخصی منحصر به فرد برای پیوند دادن اطلاعات فردی از ثبت‌های ملی مختلف استفاده شد.
قرار گرفتن در معرض: تجویز هر گونه واکسن mRNA علیه کووید-19 در دوران بارداری، صرف نظر از واکسیناسیون قبلی، تعداد دوزهای مصرفی در دوران بارداری، یا سازنده واکسن.
پیامدها و اقدامات اصلی: پیامدها شرایط نوزادی همراه با خونریزی/ترومبوز یا التهاب/عفونت بود. اختلالات سیستم عصبی مرکزی؛ مشکلات گردش خون، تنفسی یا گوارشی؛ و مرگ و میر نوزادان روش های آماری شامل رگرسیون لجستیک تنظیم شده برای ویژگی های افراد باردار، با تجزیه و تحلیل های محدود و طبقه بندی شده اضافی بود.
نتایج: از 196470 نوزاد تازه متولد شده شامل (51.3٪ مرد، 93.8٪ متولد شده در ترم، 62.5٪ متولد در سوئد)، 94 303 (48.0٪) در طول بارداری در معرض واکسیناسیون COVID-19 قرار گرفتند. نوزادان در معرض خطر افزایش احتمال پیامدهای نامطلوب نوزادی را نشان ندادند، و آنها شانس کمتری را برای خونریزی داخل جمجمه ای غیرتروماتیک نوزادی نشان دادند (نرخ رویداد، 1.7 در مقابل 3.2/1000؛ نسبت شانس تعدیل شده [aOR]، 0.78 [95.95٪] CI)، 0.70 [95%] انسفالوپاتی هیپوکسیک-ایسکمیک (1.8 در مقابل 2.7/1000؛ aOR، 0.73 [95% فاصله اطمینان (CI)، 0.55-0.96])، و مرگ و میر نوزادان (0.9 در مقابل 1.8/1000؛ aOR، 0.68 [95% CI، 0.9-0.9). تجزیه و تحلیل های زیرگروه ارتباط مشابهی را بین واکسیناسیون در دوران بارداری و مرگ و میر کمتر نوزادان نشان داد. گروه‌های فرعی محدود به نوزادانی بودند که توسط افرادی که قبل از بارداری واکسینه نشده بودند، افرادی که قبل از بارداری واکسینه شده بودند، افرادی که پس از واکسیناسیون عمومی در دوران بارداری واکسینه شده بودند، و افراد بدون عفونت COVID-19 در دوران بارداری، محدود شدند. آنالیزهای محدود به نوزادان ترم، تولدهای تک قلو یا نوزادان بدون نقص مادرزادی نتایج مشابهی را به همراه داشت. طبقه بندی تجزیه و تحلیل توسط سازنده واکسن، ارتباط بین واکسیناسیون و مرگ و میر پایین نوزادان را کاهش نداد.
نتیجه‌گیری و ارتباط: در این مطالعه بزرگ مبتنی بر جمعیت، واکسیناسیون افراد باردار با واکسن‌های mRNA COVID-19 با افزایش خطرات عوارض جانبی نوزادان در نوزادان آنها مرتبط نبود."
0,38449709,پروتئین های شوک حرارتی (HSPs)، همچنین به عنوان پروتئین های استرس شناخته می شوند، در همه جا در همه اشکال زندگی وجود دارند. آنها نقش محوری در تا کردن و باز شدن پروتئین، تشکیل کمپلکس‌های چند پروتئینی، حمل و نقل و دسته‌بندی پروتئین‌ها به بخش‌های درون سلولی تعیین‌شده، تنظیم چرخه سلولی، و فرآیندهای سیگنال‌دهی دارند. این HSP ها شامل HSP27، HSP40، HSP70، HSP60 و HSP90 هستند که هر کدام در عملکردهای سلولی مختلف مشارکت دارند. در زمینه سرطان، HSP ها با مهار یا فعال کردن مسیرهای سیگنالینگ متنوع، تأثیر می گذارند و در نتیجه بر رشد، تمایز و تقسیم سلولی تأثیر می گذارند. این مقاله کاوش گسترده ای از عملکرد HSP ها در حوزه فارماکولوژی و بیولوژی سرطان ارائه می دهد. اعتقاد بر این است که HSP ها نقش مهمی در مکانیسم های زیربنایی شروع و پیشرفت سرطان دارند. آنها به عنوان نشانگرهای بالینی ارزشمندی برای تشخیص سرطان، اهداف بالقوه برای مداخلات درمانی و شاخص های پیشرفت بیماری نوید می دهند. در مواقع استرس سلولی، HSPها به عنوان جانشین مولکولی عمل می‌کنند و از یکپارچگی ساختاری و عملکردی پروتئین‌ها محافظت می‌کنند و به تا شدن مناسب آنها کمک می‌کنند. علاوه بر این، HSP ها با تنظیم فرآیندهایی مانند رگزایی، تکثیر سلولی، مهاجرت، تهاجم و متاستاز، نقش مهمی در رشد سرطان دارند.
1,38436869,"سابقه و هدف: پروتئین های شوک حرارتی (HSPs) در سراسر مغز وجود دارند. آنها به عنوان چاپرون های مولکولی عمل می کنند، به این معنی که به تا شدن و باز شدن کمپلکس های پروتئینی بزرگ کمک می کنند. این پیرون ها در ایجاد شرایط نوروپاتولوژیک مانند بیماری آلزایمر و بیماری بدن لوی حیاتی هستند، با HSP90، یک زیرگروه خاص از HSP، نقش کلیدی را ایفا می کند. بسیاری از مطالعات نشان داده اند که داروهایی که فعالیت HSP90 را مهار می کنند، اثرات مفیدی در بیماری های عصبی دارند. بنابراین، لیگاند تصویربرداری PET HSP90 می تواند به طور موثر برای مطالعه HSP90 در بیماری های عصبی استفاده شود. در میان چهار ایزوفرم HSP90، دو ایزوفرم سیتوزولی (HSP90α و HSP90β) که تصور می‌شود در هموستاز ساختاری پروتئین‌های مرتبط با بیماری‌های عصبی دخیل هستند. در حال حاضر، هیچ لیگاند تصویربرداری PET مفیدی که به طور انتخابی دو ایزوفرم سیتوزولی HSP90 را هدف قرار دهد، در دسترس نیست.
نتایج: در این مطالعه، ما یک لیگاند تصویربرداری جدید توموگرافی انتشار پوزیترون (PET) را توسعه دادیم، [
نتیجه گیری: ما یک عامل جدید تصویربرداری PET را توسعه داده ایم، ["
2,38431713,RAF کینازها جدایی ناپذیر از مسیر سیگنالینگ RAS-MAPK هستند و تا شدن مناسب RAF1 به تعامل آن با چپرون HSP90 و کوکاپرون CDC37 بستگی دارد. درک تعاملات مولکولی پیچیده حاکم بر تاشو RAF1 برای درک این فرآیند بسیار مهم است. در اینجا، ما یک ساختار cryo-EM از کمپلکس حالت بسته RAF1-HSP90-CDC37 را ارائه می کنیم، جایی که لوب C دامنه RAF1 کیناز به یک طرف دایمر HSP90 و یک بخش N-لوب باز شده از RAF1 متصل می شود. دامنه کیناز از مرکز دایمر HSP90 عبور می کند. CDC37 به لوب C کیناز متصل می شود و از لوب N با موتیف HxNI خود تقلید می کند. ما همچنین ساختارهای دایمرهای HSP90 را بدون RAF1 و CDC37 توصیف می‌کنیم، که فقط دامنه‌های N ترمینال و میانی را نشان می‌دهند، که آن را حالت نیمه باز می‌نامیم. با استفاده از شبیه‌سازی‌های اتمی ۱ میکروثانیه، تجزیه انرژی، و تحلیل ساختاری مقایسه‌ای، دینامیک و تعاملات درون این مجتمع‌ها را روشن می‌کنیم. تجزیه و تحلیل کمی ما نشان می‌دهد که CDC37 برهم‌کنش HSP90-RAF1 را پل می‌کند، RAF1 HSP90 را به‌طور نامتقارن متصل می‌کند، و عناصر ساختاری HSP90 با منطقه بازشده RAF1 درگیر می‌شوند. علاوه بر این، برهمکنش‌های ترمینال N و C، دیمرهای HSP90 را تثبیت می‌کنند، و برهمکنش‌های مولکولی در دایمرهای HSP90 بین حالت‌های بسته و نیمه باز مرتب می‌شوند. یافته‌های ما بینش ارزشمندی در مورد مشارکت HSP90 و CDC37 در میانجی‌گری تا کردن مشتری ارائه می‌دهد.
3,38423854,پروتئین ها ماشین های مولکولی هستند که ساختار را فراهم می کنند و نقش های مهم انتقال، سیگنال و آنزیمی را انجام می دهند. پروتئین های بیان شده توسط سلول ها نیاز به تنظیم دقیق غلظت، تا شدن، محلی سازی و تغییرات دارند. با این حال، این حالت هموستاز پروتئین به طور مداوم توسط تنش های سطح بافت مختل می شود. در حالی که سلول‌های بافت‌های سالم می‌توانند در برابر این اختلالات بافر شوند، به عنوان مثال، با بیان پروتئین‌های چپرون، هموستاز پروتئین در پیری از بین می‌رود و می‌تواند منجر به تجمع پروتئین مشخصه بیماری‌های تاخوردگی پروتئین شود. در اینجا، گزارش‌هایی از قطع ارتباط تدریجی بین تنظیم ترانسکریپتومی و پروتئومی در طول پیری سلولی را مرور می‌کنیم. ما در مورد اینکه چگونه تغییرات مرتبط با سن در پاسخ‌های سلولی به عوامل استرس‌زای خاص در ریزمحیط بافتی با از دست دادن پروتئین‌های ریبوزومی، مکث ریبوزومی و ترجمه اشتباه تشدید می‌شوند، بحث می‌کنیم.
4,38381577,سلول ها از سیستم های متعددی برای حفظ هموستاز در هنگام تجربه استرس محیطی استفاده می کنند. به عنوان مثال، تا شدن پلی پپتیدهای نوپا به شدت به عوامل استرس زای پروتئوتوکسیک از جمله گرما، pH و استرس اکسیداتیو حساس است و توسط شبکه ای از چپرون های پروتئینی محافظت می شود که پروتئین های تاخورده نادرست بالقوه سمی را در مجموعه های گذرا متمرکز می کنند تا چین خوردگی یا تخریب را افزایش دهند. محیط اکسیداسیون و کاهش خود توسط هر دو مسیر سیتوزولی و اندامکی تیوردوکسین و گلوتاتیون بافر می شود. این که چگونه این سیستم ها به هم مرتبط هستند به خوبی درک نشده است. در اینجا، ما تعیین می‌کنیم که اختلال خاص در سیستم تیوردوکسین سیتوزولی منجر به فعال‌سازی ساختاری پاسخ شوک حرارتی در
5,38377794,پروتئین Hsp70 شوک حرارتی پستانداران القاء کننده استرس و ارتولوگ باکتریایی آن DnaK، چاپرون های مولکولی بسیار حفاظت شده و بخش مهمی از ماشین آلات مسئول تاخوردگی پروتئین و هموستاز هستند. Hsp70 یک پروتئین سه دامنه و 70 کیلو دالتون است که بین یک حالت متصل به ATP که در آن هر سه دامنه به طور ایمن در یک واحد جفت شده اند و یک حالت محدود به ADP که در آن به راحتی از طریق یک پیوند بین دامنه انعطاف پذیر به هم متصل می شوند، چرخش می کند. Hsp70 یک هدف درمانی جدید و جذاب را ارائه می دهد زیرا برای حفظ پروتئوستاز سلولی بسیار مهم است و به ویژه برای سلول های سرطانی بسیار مهم است. ما شبیه‌سازی‌های دینامیک مولکولی SBD (حوزه اتصال بستر) به همراه دامنه Lid را در پاسخ به تلاش‌های تجربی برای شناسایی مهارکننده‌های مولکولی کوچک که عملکرد Hsp70 را مختل می‌کنند، انجام داده‌ایم. هدف ما مشخص کردن حرکت ماشین آلوستریک SBD/Lid و علاوه بر این، شناسایی اثر مولکول PET16 بر این حرکت بوده است. جالب اینجاست که ما متوجه باز شدن کل دامنه Lid به شکل apo-form دایمر شدیم. پیکربندی ساختار باز بسیار متفاوت از ساختارهای منتشر شده قبلی (PDB 4JN4) از ترکیب باز و داک شده از فرم محدود ATP بود. شبیه‌سازی‌های MD نشان داد که Lid قادر به سفرهای دینامیکی بسیار بزرگ‌تر از آنچه توسط زیست‌شناسی ساختاری تجربی پیش‌بینی شده است، است. این در تلاش‌های آتی کشف دارو با هدف تعدیل فعالیت Hsp70 ارزشمند است. به نظر می رسد مولکول PET16 ضعیف است و تأثیر آن بر پویایی مجتمع هنوز مشخص نشده است.
6,38370690,آنزیم های APOBEC3 انسانی خانواده ای از (ss)DNA و RNA سیتیدین دآمینازهای تک رشته ای هستند که به عنوان بخشی از ایمنی ذاتی در برابر ویروس ها و عناصر بازدارنده عمل می کنند. این آنزیم‌ها سیتوزین را دآمینه می‌کنند و اوراسیل را تشکیل می‌دهند که می‌تواند عملکردی غیرفعال یا باعث تخریب ژنوم‌های ویروسی یا رترو عنصر شود. علاوه بر این، APOBEC3 دارای فعالیت ضد ویروسی مستقل از دآمیناسیون از طریق برهمکنش پروتئین و اسید نوکلئیک است. اگر سطح بیان به درستی تنظیم نشود، برخی از آنزیم‌های APOBEC3 می‌توانند به ژنوم انسان دسترسی پیدا کنند که منجر به دآمیناسیون و جهش‌زایی می‌شود و به شروع و تکامل سرطان کمک می‌کند. در حالی که آنزیم‌های APOBEC3 با کمپلکس‌های ریبونوکلئوپروتئین بزرگ تعامل دارند، عملکرد و وابستگی RNA کاملاً شناخته شده نیست. برای درک بیشتر نقش سلولی آنها، ما با طیف سنجی جرمی تصفیه میل ترکیبی (AP-MS) شبکه برهمکنش پروتئین را برای آنزیم های APOBEC3 انسانی تعیین کردیم و مجموعه متنوعی از برهمکنش های پروتئین-پروتئین و پروتئین-RNA را نقشه برداری کردیم. تجزیه و تحلیل ما تعاملات جدید با واسطه RNA را بین APOBEC3C، APOBEC3H هاپلوتیپ I و II، و APOBEC3G با پروتئین های اسپلایسوم، و APOBEC3G و APOBEC3H هاپلوتیپ I با پروتئین های دخیل در متیلاسیون tRNA و صادرات ncRNA از هسته شناسایی کرد. علاوه بر این، ما تعاملات پروتئین-پروتئین مستقل از RNA را با APOBEC3B، APOBEC3D، و APOBEC3F و خانواده prefoldin از چاپرون های تاشو پروتئین شناسایی کردیم. تعامل بین پری فولدین 5 (PFD5) و APOBEC3B توانایی PFD5 برای القای تخریب انکوژن cMyc را مختل کرد و شبکه تعامل پروتئین APOBEC3B را در سرطان دخیل کرد. در مجموع، نتایج عملکردها و تعاملات جدیدی از خانواده APOBEC3 را آشکار می کند و نشان می دهد که آنها ممکن است نقش اساسی در زیست شناسی RNA سلولی داشته باشند، برهمکنش پروتئین-پروتئین آنها اضافی نیست، و تعاملات پروتئین-پروتئین با سرکوبگرهای تومور وجود دارد که نشان دهنده نقشی در سرطان است. زیست شناسی
7,38368609,پیش‌بینی خطر جهش‌های سرطان برای تشخیص زودهنگام و پیشگیری حیاتی است، اما تفاوت در شدت آللی ناقلان انسانی، پیش‌بینی خطر را مختل می‌کند. در اینجا، ما تاخوردگی پروتئین را به عنوان یک مکانیسم سلولی که باعث تفاوت در شدت جهش سرکوبگر تومور BRCA1 می‌شود، توضیح می‌دهیم. با استفاده از یک سنجش تعامل پروتئین-پروتئین با کارایی بالا، نشان می‌دهیم که الگوهای اتصال چپرون تاشو پروتئین، بیماری‌زایی انواع را در حوزه BRCA1 C ترمینال (BRCT) پیش‌بینی می‌کنند. HSP70 به طور انتخابی 94٪ از انواع بیماری زا BRCA1-BRCT را متصل می کند، که اکثر آنها HSP70 را بیشتر از HSP90 درگیر می کنند. قابل توجه است که بزرگی اتصال HSP70 به طور خطی با از دست دادن تاشو و عملکرد همبستگی دارد. ما یک کلاس رایج از گونه‌های هیپومورفیک BRCA1 انسانی را شناسایی می‌کنیم که به‌طور متوسط ​​به چپرون‌ها متصل می‌شوند و تاخوردگی و عملکرد جزئی را حفظ می‌کنند. علاوه بر این، اتصال چاپرون به معنی نفوذ بیشتر جهش و شروع زودتر سرطان در کلینیک است. یافته‌های ما نشان‌دهنده کاربرد چاپرون‌ها به‌عنوان حسگرهای زیستی سلولی کمی با نوع تا شدن، شدت فنوتیپی و خطر سرطان است.
8,38363102,"سابقه و هدف: هموستاز پروتئین مختل (پروتئوستاز) نشان داده شده است که پیشرفت بیماری های مختلف را تسهیل می کند. کمپلکس سیتوزولی T-complex Protein-1 حلقه (TRiC/CCT) به عنوان یک بازیکن حیاتی در هماهنگ سازی پروتئوستاز با تا کردن پروتئین های یوکاریوتی، هدایت محلی سازی درون سلولی و سرکوب تجمع پروتئین ها کشف شد. تحقیقات فشرده TRiC/CCT در زمینه های مختلف، درک نقش و مکانیسم مولکولی آن را در فرآیندهای فیزیولوژیکی و پاتولوژیک متعدد بهبود بخشیده است.
بدنه اصلی: در این بررسی، ما سفری را در چرخه تا کردن پروتئین پویا TRiC/CCT آغاز می‌کنیم و مکانیسم‌های پیچیده انتخاب بستر، شناسایی، و فرآیندهای تا کردن و مونتاژ جذاب آن را آشکار می‌کنیم. علاوه بر بحث درباره نقش حیاتی TRiC/CCT در حفظ پروتئوستاز، مشارکت آن در تنظیم چرخه سلولی، آپوپتوز، اتوفاژی، کنترل متابولیک، ایمنی تطبیقی ​​و فرآیندهای انتقال سیگنال را به تفصیل شرح می دهیم. علاوه بر این، ما به طور دقیق مجموعه ای از بیماری های مرتبط با TRiC، مانند نوروپاتی ها، بیماری های قلبی عروقی و بدخیمی های مختلف را فهرست بندی می کنیم. به طور خاص، ما نقش و مکانیسم‌های مولکولی TRiC/CCT را در تنظیم تشکیل و پیشرفت سرطان گزارش می‌کنیم. در نهایت، ما در مورد مسائل حل نشده در تحقیقات TRiC/CCT بحث می‌کنیم و تلاش‌های لازم برای ترجمه به کاربردهای بالینی، مانند تشخیص و درمان را برجسته می‌کنیم.
نتیجه‌گیری: هدف این بررسی ارائه دیدگاهی جامع از TRiC/CCT برای محققان است تا الهام‌بخش تحقیقات و کاوش‌های بیشتر در مورد احتمالات بالقوه ترجمه باشد."
